lga_code_2016,lga_name_2016,did_not_go_to_schoolool_indig_f,did_not_go_to_schoolool_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y10_equiv_indig_f,y10_equiv_indig_m,y10_equiv_non_indig_f,y10_equiv_non_indig_m,y10_equiv_indig_stat_notstated_f,y10_equiv_indig_stat_notstated_m,y12_equiv_indig_f,y12_equiv_indig_m,y12_equiv_non_indig_f,y12_equiv_non_indig_m,y12_equiv_indig_stat_notstated_f,y12_equiv_indig_stat_notstated_m
58510,Victoria Park,0,8,111,98,0,0,12,11,432,333,4,8,40,52,1655,1729,13,10,72,75,9363,9370,39,35
58540,Victoria Plains,0,0,0,0,0,0,0,0,8,18,0,0,3,0,90,108,0,0,8,0,137,152,0,3
59330,Wyalkatchem,0,0,3,0,0,0,0,0,13,16,0,0,0,0,48,52,0,0,0,3,75,73,0,0
59340,Wyndham-East Kimberley,51,35,4,9,0,0,72,72,19,72,3,3,251,190,278,489,3,5,179,149,994,812,13,10
59350,Yalgoo,0,3,0,0,0,0,0,0,3,0,0,0,10,3,15,39,0,0,9,5,27,75,0,0
58570,Vincent,0,3,136,85,3,0,0,4,570,330,4,3,16,26,1208,1292,8,4,54,45,9917,9710,32,45
58610,Wagin,0,0,3,4,0,0,0,0,34,36,0,0,6,4,207,207,3,3,0,0,272,228,0,5
58680,Wandering,0,0,0,0,0,0,0,0,3,4,0,0,0,0,49,58,0,0,0,0,64,69,3,0
58760,Wanneroo,7,9,781,628,3,3,36,21,2087,1714,21,23,246,197,13242,14226,107,102,288,237,38993,34800,171,181
59030,Westonia,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,42,0,0,0,0,46,50,0,0
60610,Burnie,0,7,30,33,0,0,19,24,384,379,11,16,167,131,2495,2431,27,33,138,85,2272,1894,23,5
60810,Central Coast (Tas.),0,3,17,18,0,0,22,35,449,502,13,9,196,203,2952,3014,35,41,142,79,2524,2012,25,20
61010,Central Highlands (Tas.),0,0,3,3,0,0,0,5,40,76,0,0,16,8,258,335,0,5,14,0,245,227,4,0
61210,Circular Head,0,3,4,8,0,0,13,27,128,176,4,5,167,167,914,1111,8,23,100,47,716,526,7,6
61410,Clarence,0,3,56,60,0,0,30,30,802,621,17,22,185,197,6124,5622,62,41,236,180,10034,8892,72,47
61510,Derwent Valley,3,3,10,30,0,0,3,11,185,237,7,3,57,38,1342,1477,13,4,46,27,1099,920,8,13
61610,Devonport,3,3,35,25,0,0,27,30,515,476,18,9,194,193,3475,3299,27,29,156,109,2988,2427,22,22
61810,Dorset,0,0,3,10,0,0,3,7,133,179,3,6,29,27,938,1127,13,12,14,10,753,495,10,7
72800,Palmerston,13,14,52,40,0,0,65,51,241,213,0,0,313,277,1749,2302,16,22,371,308,5923,5243,49,40
73600,Roper Gulf,71,77,0,3,0,0,263,321,13,42,0,0,371,362,72,126,3,4,210,197,210,216,5,3
74050,Tiwi Islands,9,8,0,0,0,0,62,40,0,9,0,0,295,266,12,22,0,0,158,122,71,60,0,0
74550,Victoria Daly,64,58,0,3,0,0,107,94,4,14,0,0,143,118,54,101,0,0,58,66,140,114,3,3
62010,Flinders (Tas.),0,0,0,0,0,0,5,6,12,7,0,0,18,21,81,113,0,0,16,6,131,120,6,0
62210,George Town,0,0,5,10,0,0,0,3,134,168,4,3,31,46,907,978,11,16,28,10,747,602,11,15
62410,Glamorgan/Spring Bay,0,0,14,4,0,0,3,8,77,93,0,3,24,16,572,655,9,6,24,9,580,536,4,7
62610,Glenorchy,6,3,213,160,3,3,39,36,1078,885,27,16,256,234,5399,5103,62,65,245,212,6626,6111,45,47
62810,Hobart,4,0,89,75,0,0,12,6,565,394,8,3,52,46,2764,2487,24,29,150,146,14638,13649,65,79
59100,Wickepin,0,0,0,0,0,0,0,0,10,14,0,0,3,3,62,76,0,0,0,0,123,105,0,0
63010,Huon Valley,0,3,15,12,0,0,22,40,213,260,0,5,202,186,1609,1825,25,26,136,93,2566,2216,26,31
63210,Kentish,0,3,9,13,0,0,5,13,113,154,6,4,37,48,793,897,5,11,24,19,796,594,5,0
63410,King Island,0,0,0,0,0,0,0,3,27,34,0,0,10,6,180,252,3,3,3,4,228,198,4,0
63610,Kingborough,0,0,18,20,0,0,19,14,327,322,4,5,139,163,3165,3002,32,29,165,108,7878,6739,57,45
63810,Latrobe (Tas.),0,0,4,8,0,0,20,22,186,195,3,3,82,90,1592,1663,17,9,39,30,1293,961,7,7
64010,Launceston,4,0,264,212,6,0,50,53,1283,1140,26,13,278,264,7222,7207,83,82,223,177,10905,9487,68,49
59170,Williams,0,0,0,0,0,0,0,0,10,16,0,0,3,4,78,81,0,0,0,0,180,190,0,0
59250,Wiluna,0,0,0,0,0,0,17,20,3,6,0,0,27,21,20,64,0,0,12,6,53,147,0,0
89399,Unincorporated ACT,14,16,762,591,6,6,77,77,3706,2734,37,24,475,452,19512,16569,133,128,1134,1057,111967,107993,463,428
99399,Unincorp. Other Territories,0,0,74,61,0,3,4,7,68,108,0,0,20,16,310,356,4,0,24,11,715,653,10,7
59310,Wongan-Ballidu,0,0,0,0,0,0,0,0,18,23,0,0,12,9,127,154,3,5,8,3,204,218,0,0
59320,Woodanilling,0,0,0,0,0,0,0,0,4,3,0,0,0,0,37,41,0,0,3,0,71,76,0,3
59360,Yilgarn,0,0,0,0,0,0,0,0,23,40,0,0,3,3,102,182,0,0,3,3,126,186,0,3
59370,York,0,3,0,0,0,0,0,8,46,86,3,3,12,8,369,425,5,3,8,4,592,496,7,4
60210,Break O'Day,0,3,3,11,0,0,6,5,118,180,3,0,36,25,750,868,10,11,16,15,792,650,9,6
60410,Brighton,0,3,13,26,0,3,28,31,210,249,3,7,161,155,2028,1988,27,31,148,97,1816,1493,16,20
70420,Barkly,122,130,0,4,0,0,398,378,16,45,0,0,314,292,116,197,3,4,182,162,425,358,7,7
70540,Belyuen,0,0,0,0,0,0,17,22,0,0,0,0,20,25,0,0,0,0,3,4,3,0,0,0
70620,Central Desert,91,59,0,0,0,0,444,376,0,11,0,0,177,146,32,43,0,3,93,84,121,117,0,0
70700,Coomalie,3,0,0,0,0,0,10,13,10,33,0,0,35,21,78,96,9,0,13,18,116,122,3,0
72330,MacDonnell,90,83,3,3,0,0,429,395,3,22,0,4,246,194,37,56,0,3,175,111,212,160,4,0
